,companyName,ranking,craftWebsite,companyWebsite,tags,HQ,employeeNumber,description,dateString
193,Mastercard,191,https://craft.co/mastercard,mastercard.us,"['Financial Services', 'Technology', 'financial management', 'fintech', 'payments']","Harrison, US","18,600","Mastercard has 18,600 employees across 83 locations and $16.88 B in annual revenue in FY 2019. See insights on Mastercard including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
194,General Mills,192,https://craft.co/general-mills,generalmills.com,"['Food & Beverage', 'Manufacturing & Industrial', 'nutrition', 'packaging']","Minneapolis, US","35,000","General Mills has 35,000 employees across 33 locations and $17.63 B in annual revenue in FY 2020. See insights on General Mills including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
195,Molina Healthcare,193,https://craft.co/molina-healthcare,molinahealthcare.com,"['Healthcare', 'clinics', 'healthtech', 'insurance']","Long Beach, US","10,000","Molina Healthcare has 10,000 employees across 23 locations and $16.83 B in annual revenue in FY 2019. See insights on Molina Healthcare including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
196,Cognizant Technology Solutions,194,https://craft.co/cognizant,cognizant.com,"['Technology', 'app development', 'data management', 'it consulting', 'it services', 'systems integrator']","Teaneck, US","291,700","Cognizant has 291,700 employees across 112 locations and $16.78 B in annual revenue in FY 2019. See insights on Cognizant including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
197,Marsh & McLennan,195,https://craft.co/marsh-mclennan-comp,mmc.com,"['Business Products & Services', 'Financial Services', 'insurance', 'reinsurance']","New York, US","76,000","Marsh & McLennan Companies has 76,000 employees across 518 locations and $16.65 B in annual revenue in FY 2019. See insights on Marsh & McLennan Companies including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
198,XPO Logistics,196,https://craft.co/xpo-logistics,xpo.com,"['Business Products & Services', 'distribution', 'freight', 'logistics', 'shipping', 'supply chain', 'transportation']","Greenwich, US","100,000","XPO Logistics has 100,000 employees across 12 locations and $16.65 B in annual revenue in FY 2019. See insights on XPO Logistics including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
199,Dominion Energy,197,https://craft.co/dominion-energy,dominionenergy.com,"['Energy & Utilities', 'electricity', 'natural gas', 'renewables']","Richmond, US","19,100","Dominion Energy has 19,100 employees across 5 locations and $16.57 B in annual revenue in FY 2019. See insights on Dominion Energy including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
200,Western Digital,198,https://craft.co/western-digital,westerndigital.com,"['Manufacturing & Industrial', 'consumer electronics', 'data storage', 'electronic components', 'electronics']","San Jose, US","63,800","Western Digital has 63,800 employees across 37 locations and $16.74 B in annual revenue in FY 2020. See insights on Western Digital including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
201,Gap,199,https://craft.co/gap,gapinc.com,"['Retail', 'accessories', 'clothing', 'consumer goods', 'ecommerce', 'fashion', 'footwear', 'sport']","San Francisco, US","129,000","Gap has 129,000 employees across 13 locations and $16.38 B in annual revenue in FY 2019. See insights on Gap including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
202,Aramark,200,https://craft.co/aramark,aramark.com,"['Food & Beverage', 'catering', 'clothing', 'distribution', 'facilities management']","Philadelphia, US","183,300","Aramark has 183,300 employees across 14 locations and $16.23 B in annual revenue in FY 2019. See insights on Aramark including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
203,Principal Financial,201,https://craft.co/principal-financial-group,principal.com,"['Financial Services', 'financial management', 'insurance', 'investment management', 'life insurance']","Des Moines, US","17,601","Principal Financial Group has 17,601 employees across 11 locations and $16.22 B in annual revenue in FY 2019. See insights on Principal Financial Group including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
204,Ross Stores,202,https://craft.co/ross-stores,rossstores.com,"['Retail', 'clothing', 'distribution', 'fashion', 'home & garden', 'sport']","Dublin, US","92,500","Ross Stores has 92,500 employees across 7 locations and $16.04 B in annual revenue in FY 2019. See insights on Ross Stores including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
205,Colgate-Palmolive,203,https://craft.co/colgate,colgatekids.com,"['Manufacturing & Industrial', 'consumer goods']","Atlanta, US",11,"Colgate has 11 employees at their 1 location. See insights on Colgate including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
206,American Electric Power,204,https://craft.co/american-electric-power,aep.com,"['Energy & Utilities', 'electricity', 'energy services', 'renewables', 'solar', 'wind']","Columbus, US","17,408","American Electric Power has 17,408 employees across 39 locations and $15.56 B in annual revenue in FY 2019. See insights on American Electric Power including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
207,Nordstrom,205,https://craft.co/nordstrom,nordstrom.com,"['Retail', 'accessories', 'clothing', 'cosmetics', 'ecommerce', 'fashion', 'footwear']","Seattle, US","68,000","Nordstrom has 68,000 employees across 2 locations and $15.86 B in annual revenue in FY 2018. See insights on Nordstrom including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
208,Jacobs Engineering Group,206,https://craft.co/jacobs-corp,jacobscorp.com,"['Manufacturing & Industrial', 'heavy equipment', 'machinery']","Harlan, US",44,"Jacobs has 43 employees at their 1 location. See insights on Jacobs including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
209,Waste Management,207,https://craft.co/waste-management,wm.com,"['Energy & Utilities', 'recycling', 'renewables', 'sustainability', 'waste management']","Houston, US","44,900","Waste Management has 44,900 employees at their 1 location and $15.46 B in annual revenue in FY 2019. See insights on Waste Management including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
210,C.H. Robinson Worldwide,208,https://craft.co/c-h-bull-co,chbullco.com,"['Retail', 'distribution', 'manufacturing equipment', 'metal products', 'safety', 'tube fittings']","South San Francisco, US",13,"C. H. Bull has 13 employees at their 1 location. See insights on C. H. Bull including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
211,PPG Industries,209,https://craft.co/ppg-industries,ppg.com,"['Manufacturing & Industrial', 'advanced materials', 'aerospace', 'building materials', 'chemicals', 'coatings']","Pittsburgh, US","47,600","PPG Industries has 47,600 employees across 189 locations and $15.15 B in annual revenue in FY 2019. See insights on PPG Industries including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
212,Booking Holdings,210,https://craft.co/booking-holdings,bookingholdings.com,"['Travel & Leisure', 'booking', 'hotels', 'platform', 'rental', 'search', 'traveltech']","Norwalk, US","27,200","Booking Holdings has 27,200 employees across 5 locations and $15.07 B in annual revenue in FY 2019. See insights on Booking Holdings including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
213,Omnicom Group,211,https://craft.co/omnicom,omnicomgroup.com,"['Business Products & Services', 'advertising', 'crm', 'direct marketing', 'public relations']","New York, US","70,000","Omnicom has 70,000 employees across 7 locations and $14.95 B in annual revenue in FY 2019. See insights on Omnicom including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
214,Loews,212,https://craft.co/loews,loews.com,"['Energy & Utilities', 'Financial Services', 'holding company', 'hospitality', 'insurance', 'oil & gas', 'packaging']","New York, US","18,605","Loews has 18,605 employees at their 1 location and $14.93 B in annual revenue in FY 2019. See insights on Loews including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
215,Ecolab,213,https://craft.co/ecolab,ecolab.com,"['Energy & Utilities', 'Manufacturing & Industrial', 'chemicals', 'cleantech', 'energy services', 'pest control', 'sustainability', 'water']","Saint Paul, US","50,200","Ecolab has 50,200 employees across 106 locations and $14.91 B in annual revenue in FY 2019. See insights on Ecolab including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
216,Stryker,214,https://craft.co/stryker,stryker.com,"['Healthcare', 'Manufacturing & Industrial', 'healthtech', 'medical devices', 'medtech', 'surgical solutions']","Portage, US","40,000","Stryker has 40,000 employees across 54 locations and $14.88 B in annual revenue in FY 2019. See insights on Stryker including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
217,Estee Lauder,215,https://craft.co/estee-lauder,elcompanies.com,"['Manufacturing & Industrial', 'Retail', 'cosmetics', 'distribution', 'health & beauty']","New York, US","48,000","Estee Lauder has 48,000 employees across 43 locations and $14.29 B in annual revenue in FY 2020. See insights on Estee Lauder including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
218,Goodyear Tire & Rubber,216,https://craft.co/goodyear-rubber-products-inc,goodyearrubberproducts.com,"['Retail', 'accessories', 'auto repairs', 'car services', 'clothing', 'consumer products & services']","Saint Petersburg, US",925,"Goodyear Rubber Products has 925 employees at their 1 location. See insights on Goodyear Rubber Products including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
